IMDB,Title,Year,Date,fulldate,month,justmonth,original,Type,status,season_number,Released,popular,popularity,imdbRating,imdbVotes,Rated,genretext,Genre,Runtime,number_of_episodes,Language,Country,budget,boxoffice,Plot,overview,stars,Actors,cast1,cast2,cast3,char1,char2,char3,directed_created,producedby,Director,created_by,production_companies,homepage,tmdb,poster_path,backdrop_path,poster,backdrop,netflix,IDs
tt10062292,Never Have I Ever,2020,8/12/2022,"August 12, 2022",August 2022,August,Netflix Original,series,Returning Series,3,4/27/2020,Popular,102.928,7.8,"46,882",TV-14,Comedy,"Comedy, Drama",30,30,English,United States,Not available,Not Available,"The complicated life of a modern-day first generation Indian American teenage girl, inspired by Mindy Kaling's own childhood.","After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.","Maitreyi Ramakrishnan, Poorna Jagannathan and Darren Barnet","Maitreyi Ramakrishnan, Poorna Jagannathan, Darren Barnet",Maitreyi Ramakrishnan,Poorna Jagannathan,Jaren Lewison,Devi Vishwakumar,Dr. Nalini Vishwakumar,Ben Gross," created by Mindy Kaling, Lang Fisher.","Never Have I Ever was produced by Universal Television, and Kaling International and was initially released on [datecalc date=""4/27/2020"" display=""mmmm d, yyyy""].",,"Mindy Kaling, Lang Fisher","Universal Television, Kaling International",https://www.netflix.com/title/80179190,100883,/5uVzZTTlqlvNfVAlrfM1ql6ODLw.jpg,/a51slt8xs4smZJNys29AfHDCy2R.jpg,tt10062292-poster.jpg,tt10062292-fanart.jpg,https://www.netflix.com/title/80179190,1859
tt13314558,Day Shift,2022,8/12/2022,"August 12, 2022",August 2022,August,Netflix Original,movie,Post Production,,8/12/2022,,57.428,N/A,N/A,R,Action,"Action, Comedy, Fantasy",N/A,,English,United States,Not available,Not Available,"A hard-working, blue-collar dad who just wants to provide a good life for his quick-witted 8-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires.",An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,"Jamie Foxx, Dave Franco and Snoop Dogg","Jamie Foxx, Dave Franco, Snoop Dogg",Jamie Foxx,Dave Franco,Natasha Liu Bordizzo,Bud Jablonski,Seth,Heather, directed by J.J. Perry.,"Day Shift was produced by 87Eleven, and Impossible Dream Entertainment and was initially released on [datecalc date=""8/12/2022"" display=""mmmm d, yyyy""].",J.J. Perry,,"87Eleven, Impossible Dream Entertainment",https://www.netflix.com/title/81186049,755566,/bI7lGR5HuYlENlp11brKUAaPHuO.jpg,/7XCj5K2fuE63BzAu6Dbe4Di92bz.jpg,tt13314558-poster.jpg,tt13314558-fanart.jpg,https://www.netflix.com/title/81186049,1858
tt3975918,13: The Musical,2022,8/12/2022,"August 12, 2022",August 2022,August,,movie,Post Production,,8/12/2022,,5.019,N/A,N/A,PG,Comedy,"Comedy, Drama, Family",91,,English,United States,Not available,Not Available,"After his parents' divorce, Evan Goldman moves from NYC to small-town Indiana. As his 13th birthday nears, he must master the complex social circles of his new school and win friends by turning his Bar Mitzvah into the coolest par...","A 12-year-old NYC kid plans the ultimate Bar Mitzvah. However, those plans go awry when his parents reveal they are getting divorced and he has to move halfway across the country. With no friends and his parents not on speaking terms, how is he going to have the epic Bar Mitzvah he’s always dreamed of?,","Josh Peck, Rhea Perlman and Peter Hermann","Josh Peck, Rhea Perlman, Peter Hermann",Eli Golden,Josh Peck,Debra Messing,Evan Goldman,Rabbi Shapiro,Jessica Goldman, directed by Tamra Davis.,"13: The Musical was produced by Zadan / Meron Productions and was initially released on [datecalc date=""8/12/2022"" display=""mmmm d, yyyy""].",Tamra Davis,,Zadan / Meron Productions,http://www.netflix.com/13TheMusical,673271,/bsIlZzfcwr9QKtXORaZ0kyh0nqi.jpg,/iguArw0LyWt79ZwLBKVO8nHwAap.jpg,tt3975918-poster.jpg,tt3975918-fanart.jpg,https://www.netflix.com/search?q=13: The Musical,1856
tt15138374,Learn to Swim,2021,8/15/2022,"August 15, 2022",August 2022,August,,movie,Released,,3/25/2022,,2.345,N/A,72,Not Rated,Romance,"Romance, Drama, Music",90,,English,Canada,Not available,Not Available,Two contemporary jazz musicians develop a stormy and tragic romance.,"Toronto jazz saxophonist Dezi Williams is withdrawn from his band and tries to spend his days in solitude as an instrument repair technician, but is haunted by his memories, a mounting pain in his jaw, and an intrusive new neighbour.","Thomas Antony Olajide, Emma Ferreira and Andrea Davis","Thomas Antony Olajide, Emma Ferreira, Andrea Davis",Thomas Antony Olajide,Emma Ferreira,Saida Ali,,,, directed by Thyrone Tommy.,"Learn to Swim was produced by Wildling Pictures, and Leilani Films and was initially released on [datecalc date=""3/25/2022"" display=""mmmm d, yyyy""].",Thyrone Tommy,,"Wildling Pictures, Leilani Films",#,855299,/8A8Zn9EDokjVqCyfap7itGo69r5.jpg,/mFokVWPK1o2iRNNXlPsfYwdkjA7.jpg,tt15138374-poster.jpg,tt15138374-fanart.jpg,https://www.netflix.com/search?q=Learn to Swim,1862
tt15527388,Deepa & Anoop,2022,8/15/2022,"August 15, 2022",August 2022,August,Netflix Original,series,In Production,1,8/15/2022,,2.572,N/A,N/A,TV-Y,Animation,"Animation, Adventure, Comedy",N/A,11,English,United States,Not available,Not Available,"Follows the adventures of Deepa and her best friend, Anoop, and how they solve the simplest of problems with the most imaginative solutions.","Joined by her color-changing pet elephant, a joyful little girl creates music, merriment and mischief at her Indian family's Mango Manor hotel.",,,Pavan Bharaj,Adam Nurada,Zac Siewert,(voice),(voice),(voice)," created by Heather Kenyon, Lisa Goldman, Munjal Shroff.","Deepa & Anoop was produced by Mattel, and Mattel Television and was initially released on [datecalc date=""8/15/2022"" display=""mmmm d, yyyy""].",,"Heather Kenyon, Lisa Goldman, Munjal Shroff","Mattel, Mattel Television",https://www.netflix.com/title/80214601,158697,/mf8iEaQ1KzmMrFwkM8qusyVtpve.jpg,/lnqyPJKpSZ4IDNknggLpIe3UAmR.jpg,tt15527388-poster.jpg,tt15527388-fanart.jpg,https://www.netflix.com/title/80214601,1861
tt1643266,Ancient Aliens,2009,8/15/2022,"August 15, 2022",August 2022,August,,series,Returning Series,18,8/15/2022,,66.788,7.1,"11,095",TV-PG,Documentary,"Documentary, Fantasy, History",42,215,English,United States,Not available,Not Available,Science and mythology - and how they are the same thing.,"Did intelligent beings from outer space visit Earth thousands of years ago? From the age of the dinosaurs to ancient Egypt, from early cave drawings to continued mass sightings in the US, each episode gives historic depth to the questions, speculations, provocative controversies, first-hand accounts and grounded theories surrounding this age old debate.","Robert Clotworthy, Giorgio A. Tsoukalos and David Childress","Robert Clotworthy, Giorgio A. Tsoukalos, David Childress",Giorgio A. Tsoukalos,Nick Redfern,Ariel Bar Tzadok,,,, created by Kevin Burns.,"Ancient Aliens was produced by Prometheus Entertainment and was initially released on [datecalc date=""8/15/2022"" display=""mmmm d, yyyy""].",,Kevin Burns,Prometheus Entertainment,http://www.history.com/shows/ancient-aliens,32608,/lkMVm4qdyjCbUZWWKXkeLDW8de1.jpg,/wlCOxNUnDGmlQYD62FdQFODCSfH.jpg,tt1643266-poster.jpg,tt1643266-fanart.jpg,https://www.netflix.com/search?q=Ancient Aliens,1860
tt21340300,Untold: The Girlfriend Who Didn't Exist,2022,8/16/2022,"August 16, 2022",August 2022,August,,movie,,,8/16/2022,,,N/A,N/A,Not Rated,Documentary,"Documentary, Sport",N/A,,English,United States,Not available,Not Available,No plot has been announced.,,Manti Te'o,Manti Te'o,,,,,,,.,,,,,#,,,,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Untold: The Girlfriend Who Didn't Exist,1863
tt14298328,Look Both Ways,2022,8/17/2022,"August 17, 2022",August 2022,August,Netflix Original,movie,Post Production,,8/17/2022,,5.42,N/A,N/A,Not Rated,Comedy,"Comedy, Drama, Romance",110,,English,United States,Not available,Not Available,"On the eve of her college graduation, Natalie's life diverges into parallel realities: one in which she becomes pregnant and remains in her hometown to raise her child and another in which she moves to LA to pursue her dream career.","On the eve of her college graduation, Natalie's life diverges into two parallel realities one in which she becomes pregnant and must navigate motherhood as a young adult in her Texas hometown, the other in which she moves to LA to pursue her career. In both journeys throughout her twenties, Natalie experiences life-changing love, devastating heartbreak and rediscovers herself.","Andrea Savage, Lili Reinhart and Luke Wilson","Andrea Savage, Lili Reinhart, Luke Wilson",Lili Reinhart,Luke Wilson,Andrea Savage,Natalie,Rick,Tina, directed by Wanuri Kahiu.,"Look Both Ways was produced by Screen Arcade and was initially released on [datecalc date=""8/17/2022"" display=""mmmm d, yyyy""].",Wanuri Kahiu,,Screen Arcade,https://www.netflix.com/title/81050546,805327,/5w2LEiNmmN4BZtvbyM38JpSpp9q.jpg,/ld6q5p6FSUQCjBkmvEUo7FFMMiA.jpg,tt14298328-poster.jpg,tt14298328-fanart.jpg,https://www.netflix.com/title/81050546,1866
tt15022184,Royalteen,2022,8/17/2022,"August 17, 2022",August 2022,August,Netflix Original,movie,Post Production,,8/17/2022,,3.13,N/A,N/A,Not Rated,Drama,"Drama, Romance",107,,Norwegian,Norway,Not available,Not Available,"Follows prince Karl Johan and newcomer Lena, who have feelings for each other but are aware that their relationship might put them in an impossible situation, while he has to carry a nation on his shoulders, she carries lies on hers.","Follows prince Karl Johan and newcomer Lena, who have feelings for each other but are aware that their relationship might put them in an impossible situation, while he has to carry a nation on his shoulders, she carries lies on hers.","Veslemøy Mørkrid, Ines Høysæter Asserson and Elli Rhiannon Müller Osborne","Veslemøy Mørkrid, Ines Høysæter Asserson, Elli Rhiannon Müller Osborne",Ines Høysæter Asserson,Veslemøy Mørkrid,Elli Rhiannon Müller Osborne,Lena,Lise Karlsvik (Lena's mother),Margrethe," directed by Per-Olav Sørensen, Emilie Beck.","Royalteen was produced by The Global Ensemble Drama and was initially released on [datecalc date=""8/17/2022"" display=""mmmm d, yyyy""].","Per-Olav Sørensen, Emilie Beck",,The Global Ensemble Drama,https://www.netflix.com/gb/title/81430236,996518,/oK6I9Wa5RIqxpNbJ4NWemsotcYJ.jpg,/AkCFjTqJP44Q4UFEkqOKznFbhfS.jpg,tt15022184-poster.jpg,tt15022184-fanart.jpg,https://www.netflix.com/search?q=Royalteen,1867
tt17641200,High Heat,2022,8/17/2022,"August 17, 2022",August 2022,August,Netflix Original,series,Returning Series,1,8/17/2022,,4.683,N/A,N/A,Not Rated,Drama,Drama,N/A,3,Spanish,Mexico,Not available,Not Available,No plot has been announced.,"When clues to his brother's murder lead Poncho to a fire brigade, he joins it to investigate further and finds romance, family... and a serial killer.","Alejandro Oliva, Donagh Gordon and Eduardo Capetillo","Alejandro Oliva, Donagh Gordon, Eduardo Capetillo",Donagh Gordon,Alejandro Oliva,Eduardo Capetillo,Policia Mcallan,Pedro,,.,"High Heat was produced by Univision Studios and was initially released on [datecalc date=""8/17/2022"" display=""mmmm d, yyyy""].",,,Univision Studios,https://www.netflix.com/title/81397422,206087,/r8mcDchpcds0u3yhpkkOtFXP4qb.jpg,/7kVXz0nVMuDJHMo7UemfZOA6mWF.jpg,tt17641200-poster.jpg,tt17641200-fanart.jpg,https://www.netflix.com/title/81397422,1864
tt2131864,Junior Bake Off,2011,8/17/2022,"August 17, 2022",August 2022,August,,series,Returning Series,7,10/31/2011,,2.208,7.9,59,Not Rated,Reality-TV,Reality-TV,N/A,103,English,United Kingdom,Not available,Not Available,"A spinoff of 'Great British Bake Off, this show features children aged 9-15 battling to win the prize. They are given recipes to bake and also asked to use their own original recipes.","A spinoff of 'The Great British Bake Off', this show features children aged 9-13 competing to be ‘Junior Bake Off’ Champion by taking part in a series of Technical Bakes and Showstopper Challenges using their own original recipes,","Harry Hill, Liam Charles and Prue Leith","Harry Hill, Liam Charles, Prue Leith",Ravneet Gill,Harry Hill,Liam Charles,Self - Judge,Self,Self - Judge,.,"Junior Bake Off was produced by Love Productions and was initially released on [datecalc date=""10/31/2011"" display=""mmmm d, yyyy""].",,,Love Productions,https://www.channel4.com/programmes/junior-bake-off,81492,null,/kUODeRWLIdo2qGBzq9xVQENW2jL.jpg,poster-coming-soon.jpg,tt2131864-fanart.jpg,https://www.netflix.com/search?q=Junior Bake Off,1865
tt11465278,He-Man and the Masters of the Universe,2021,8/18/2022,"August 18, 2022",August 2022,August,Netflix Original,series,Returning Series,3,9/16/2021,,23.049,5.8,"1,673",TV-Y7,Animation,"Animation, Action, Adventure",N/A,24,English,United States,Not available,Not Available,"Eternia's Prince Adam discovers the power of Grayskull and transforms into He-Man, Master of the Universe. A reimagining of the classic animated series.",Mighty teen Adam and his heroic squad of misfits discover the legendary power of Grayskull — and their destiny to defend Eternia from sinister Skeletor.,"Antony Del Rio, David Kaye and Kimberly Brooks","Antony Del Rio, David Kaye, Kimberly Brooks",Yuri Lowenthal,,,Adam / He-Man (voice),,, created by Rob David.,"He-Man and the Masters of the Universe was produced by Mattel Television and was initially released on [datecalc date=""9/16/2021"" display=""mmmm d, yyyy""].",,Rob David,Mattel Television,https://www.netflix.com/title/81092958,96659,null,/hTsiyA4IKEYpAf7V9tb9J2QD2jU.jpg,poster-coming-soon.jpg,tt11465278-fanart.jpg,https://www.netflix.com/title/81092958,1869
tt19875850,Tekken: Bloodline,2022,8/18/2022,"August 18, 2022",August 2022,August,Netflix Original,series,In Production,1,8/18/2022,Popular,7.424,N/A,N/A,TV-14,Animation,"Animation, Action, Adventure",N/A,1,"English, Japanese",Japan,Not available,Not Available,Follow Jin Kazama and his fight to become one of the best fighters in the King of the Iron Fist tournament.,"Jin Kazama learned the family self-defense arts, Kazama-Style Traditional Martial Arts, from his mother at an early age. Even so, he was powerless when a monstrous evil suddenly appeared, destroying everything dear to him, changing his life forever. Angry at himself for being unable to stop it, Jin vowed revenge and sought absolute power to exact it. His quest will lead to the ultimate battle on a global stage — The King of Iron Fist Tournament.",Ej Neri,Ej Neri,,,,,,,.,"Tekken: Bloodline was produced by Bandai Namco Entertainment and was initially released on [datecalc date=""8/18/2022"" display=""mmmm d, yyyy""].",,,Bandai Namco Entertainment,https://www.netflix.com/title/81002441,195530,/32hHhzCSGypIEyFcQdu26aoar5x.jpg,/nHbw6G44UfrIcyHCNqJP7s4VStk.jpg,tt19875850-poster.jpg,tt19875850-fanart.jpg,https://www.netflix.com/title/81002441,1871
tt21340412,Inside the Mind of a Cat,2022,8/18/2022,"August 18, 2022",August 2022,August,Netflix Original,movie,In Production,,8/18/2022,,2.831,N/A,N/A,Not Rated,Documentary,Documentary,67,,English,United States,Not available,Not Available,No plot has been announced.,Cat experts dive into the mind of the feline to reveal the true capabilities of the pouncing pet in this captivating and cuddly documentary.,,,,,,,,, directed by Andy Mitchell.,,Andy Mitchell,,,https://www.netflix.com/title/81447086,1003180,/uJWpicIulzyG54I3t2TWXExiA9v.jpg,/Agx6yUbh09BAjQlXfQlaXRpdIq0.jpg,tt21340412-poster.jpg,tt21340412-fanart.jpg,https://www.netflix.com/title/81447086,1870
tt21106646,The Next 365 Days,2022,8/19/2022,"August 19, 2022",August 2022,August,,movie,,,8/19/2022,,,N/A,N/A,Not Rated,Drama,"Drama, Romance",N/A,,Polish,Poland,Not available,Not Available,No plot has been announced.,,Michele Morrone and Anna-Maria Sieklucka,"Michele Morrone, Anna-Maria Sieklucka",,,,,,,.,,,,,#,,,,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=The Next 365 Days,1877
tt10611608,The Cuphead Show!,2022,8/19/2022,"August 19, 2022",August 2022,August,Netflix Original,series,Returning Series,2,2/18/2022,Popular,100.094,7.4,"6,520",TV-Y7,Animation,"Animation, Short, Action",N/A,13,English,"United States, Canada",Not available,Not Available,Follow the misadventures of the impulsive Cuphead and his cautious but persuadable brother Mugman in this animated series based on the hit video game.,Follow the misadventures of the impulsive Cuphead and his cautious but persuadable brother Mugman in this animated series based on the hit video game.,"Tru Valentino, Frank Todaro and Joe Hanna","Tru Valentino, Frank Todaro, Joe Hanna",,,,,,, created by Dave Wasson.,"The Cuphead Show! was produced by King Features Syndicate, StudioMDHR, Lighthouse Studios, and Netflix Animation and was initially released on [datecalc date=""2/18/2022"" display=""mmmm d, yyyy""].",,Dave Wasson,"King Features Syndicate, StudioMDHR, Lighthouse Studios, Netflix Animation",https://www.netflix.com/title/80242531,103786,null,/gcoKL5TC1MMDVvMS7mGGeym3mpd.jpg,poster-coming-soon.jpg,tt10611608-fanart.jpg,https://www.netflix.com/title/80242531,1872
